chrom	chrompos	abspos	bincount	ratio	seg.mean.LOWESS
1	1311585	1311585	394.149081251433	1.67012322564167	0.838859555421618
1	1988509	1988509	356.227485882573	1.50943849950243	0.838859555421618
1	2529294	2529294	240.831404510251	1.02047205300954	0.838859555421618
1	3144679	3144679	306.212049007275	1.29750868223422	0.838859555421618
1	3664504	3664504	239.911863571478	1.01657569309948	0.838859555421618
1	4369117	4369117	168.149073890007	0.712496075805114	0.838859555421618
1	4893187	4893187	209.495324567578	0.88769205325245	0.838859555421618
1	5434548	5434548	267.81051757733	1.1347903287175	0.838859555421618
1	5964111	5964111	272.835635276463	1.156083200324	0.838859555421618
1	6523266	6523266	253.352643464549	1.07352815027351	0.838859555421618
1	7082403	7082403	295.906675802106	1.25384184661909	0.838859555421618
1	7616468	7616468	306.046906505097	1.29680892586905	0.838859555421618
1	8179702	8179702	338.908686031112	1.43605375436912	0.838859555421618
1	8750760	8750760	321.674215570447	1.36302633716291	0.838859555421618
1	9336763	9336763	303.886936831985	1.28765651199994	0.838859555421618
1	9924955	9924955	287.994895734198	1.22031735480592	0.838859555421618
1	10539462	10539462	215.833861060837	0.914550258732362	0.838859555421618
1	11088816	11088816	269.229841387901	1.1408044126606	0.838859555421618
1	11659399	11659399	228.18715896513	0.96689474137767	0.838859555421618
1	12236299	12236299	222.700991220675	0.943648267884218	0.838859555421618
1	14208872	14208872	160.521751080926	0.680176911359857	0.838859555421618
1	14754111	14754111	155.987402208516	0.660963568680152	0.838859555421618
1	15289750	15289750	276.303506971482	1.17077757191306	0.838859555421618
1	15848621	15848621	276.844219804033	1.17306872798319	0.838859555421618
1	17307126	17307126	232.884045403336	0.986796802556507	0.838859555421618
1	17878681	17878681	145.005524287495	0.614430187658876	0.838859555421618
1	18403246	18403246	181.507117713029	0.76909795641114	0.838859555421618
1	18925641	18925641	182.640527512178	0.773900540305838	0.838859555421618
1	19452725	19452725	225.884698990038	0.957138555042535	0.838859555421618
1	20014360	20014360	259.577998172114	1.09990677191574	0.838859555421618
1	20575805	20575805	264.809474380158	1.12207404398372	0.838859555421618
1	21126185	21126185	302.419744724301	1.28143959628941	0.838859555421618
1	21698065	21698065	267.318202542625	1.13270424806197	0.838859555421618
1	22303597	22303597	274.098561445228	1.16143458239503	0.838859555421618
1	22867591	22867591	250.317834098471	1.06066878855284	0.838859555421618
1	23407095	23407095	232.764611902208	0.986290728399185	0.838859555421618
1	23983068	23983068	278.766664173244	1.18121467870019	0.838859555421618
1	24666388	24666388	285.12095659955	1.20813964660826	0.838859555421618
1	25238654	25238654	273.545900356631	1.15909279812132	0.838859555421618
1	25879932	25879932	266.014606382588	1.12718053551944	0.838859555421618
1	26437155	26437155	252.829129040422	1.07130986881535	0.838859555421618
1	27036862	27036862	240.419003572012	1.01872459140683	0.838859555421618
1	27644605	27644605	259.632256562098	1.10013668034787	0.838859555421618
1	28228164	28228164	262.105135169666	1.11061497953249	0.838859555421618
1	28838240	28838240	212.421957664043	0.900093040949335	0.838859555421618
1	29459304	29459304	124.310563932741	0.526739677681107	0.838859555421618
1	30152497	30152497	120.416858576899	0.510240926173301	0.838859555421618
1	30680351	30680351	158.944024237526	0.673491628125111	0.838859555421618
1	31224890	31224890	233.193866874303	0.988109605399588	0.838859555421618
1	31802309	31802309	312.008689046299	1.32207071629788	0.838859555421618
1	32351709	32351709	228.995370134447	0.970319364976472	0.838859555421618
1	32956663	32956663	265.837089911466	1.12642834708248	0.838859555421618
1	33562071	33562071	181.967050211664	0.771046822930781	0.838859555421618
1	34100962	34100962	128.857153667534	0.546004888421754	0.838859555421618
1	34637158	34637158	185.075470453146	0.784218095140448	0.838859555421618
1	35170932	35170932	262.072517393576	1.11047676861685	0.838859555421618
1	35750994	35750994	312.450625423879	1.32394332806728	0.838859555421618
1	36319517	36319517	261.936360557808	1.10989983287207	0.838859555421618
1	36900819	36900819	210.07733436971	0.890158196481822	0.838859555421618
1	37428486	37428486	140.654551422257	0.595993861958715	0.838859555421618
1	37965422	37965422	241.871529706165	1.02487936316172	0.838859555421618
1	38542605	38542605	182.276691886741	0.77235886392687	0.838859555421618
1	39073179	39073179	238.903904593853	1.01230468048243	0.838859555421618
1	39663211	39663211	222.808781173442	0.944105004972211	0.838859555421618
1	40254119	40254119	382.300089543489	1.61991563365885	1.07481831239871
1	40844201	40844201	387.937498898633	1.64380296143488	1.07481831239871
1	41406494	41406494	363.86918659908	1.54181858728424	1.07481831239871
1	41955922	41955922	293.607670775163	1.24410029989476	1.07481831239871
1	42484025	42484025	357.783727506814	1.51603274367294	1.07481831239871
1	43039817	43039817	335.106875513286	1.41994438776816	1.07481831239871
1	43613614	43613614	348.645482937924	1.47731136838103	1.07481831239871
1	44162976	44162976	295.187644285659	1.25079510290533	1.07481831239871
